average,mean,variance,standard deviation,min,qt1,qt2,qt3,max
0.38532867700038304,0.38532867700038304,0.03740077189838383,0.19339279174360102,0.013809930039529406,0.20955549365634812,0.3378851319690505,0.5709155487288234,0.9771654514390632
0.3525149458842305,0.3525149458842305,0.015320213963298761,0.1237748519017444,0.016414201046561407,0.25590635537069617,0.32843745274582525,0.4412955749498843,0.9771948829351129
0.2621563771153865,0.2621563771153865,0.03362182270577139,0.1833625444461638,0.006420347514375309,0.12791152274484005,0.17122235640213068,0.38483672021211934,0.9617858808591622
