average,mean,variance,standard deviation,min,qt1,qt2,qt3,max
0.2634763797794845,0.2634763797794845,0.03454644718831372,0.18586674578394521,0.005241531590063744,0.1269982753644875,0.1703118300957446,0.4048727854821723,0.9730128903996624
0.3457365645180744,0.3457365645180744,0.0177490292449544,0.13322548271616208,0.01226216807460697,0.2469029691151188,0.3128912737534814,0.43595926436265553,0.9435590334195229
0.39078705570244104,0.39078705570244104,0.04286079098580217,0.20702847868301155,0.010167723611732482,0.2020734380781789,0.33385528409559695,0.5887350991584743,0.9824963003353293
